단체,리그,시즌,연도,월,일,요일,홈팀,원정팀,경기장,날씨,평균기온,관중수,라운드
KLEAGUE,K LEAGUE 2,2016 시즌,2016,07,27,수,FC 안양,대전 시티즌,안양종합운동장,비,29.6℃,1413,25
KLEAGUE,K LEAGUE 2,2016 시즌,2016,07,27,수,부천 FC,,부천종합운동장,비,29.6℃,1055,25
KLEAGUE,K LEAGUE 2,2016 시즌,2016,07,27,수,경남 FC,충주 험멜,창원축구센터,맑음,34.8℃,744,25
KLEAGUE,K LEAGUE 2,2016 시즌,2016,07,30,토,강원 FC,서울 이랜드,강릉종합운동장,맑음,31.9℃,1172,26
KLEAGUE,K LEAGUE 2,2016 시즌,2016,07,30,토,고양,FC 안양,고양 종합 운동장,비,33.2℃,448,26
KLEAGUE,K LEAGUE 2,2016 시즌,2016,07,31,일,,대구 FC,안산와~스타디움,구름조금,33.7℃,619,26
KLEAGUE,K LEAGUE 2,2016 시즌,2016,08,01,월,충주 험멜,부천 FC,충주 종합 운동장,구름조금,33℃,1085,26
KLEAGUE,K LEAGUE 2,2016 시즌,2016,08,01,월,대전 시티즌,경남 FC,대전월드컵경기장,구름많음,32.9℃,1301,26
KLEAGUE,K LEAGUE 2,2016 시즌,2016,08,10,수,강원 FC,부산 아이파크,강릉종합운동장,맑음,32.3℃,1113,27
KLEAGUE,K LEAGUE 2,2016 시즌,2016,08,10,수,,FC 안양,안산와~스타디움,구름조금,34.1℃,911,27
KLEAGUE,K LEAGUE 2,2016 시즌,2016,08,10,수,대구 FC,경남 FC,대구 스타디움,맑음,35.4℃,595,27
KLEAGUE,K LEAGUE 2,2016 시즌,2016,08,10,수,충주 험멜,대전 시티즌,충주 종합 운동장,구름조금,34.1℃,714,27
KLEAGUE,K LEAGUE 2,2016 시즌,2016,08,10,수,부천 FC,서울 이랜드,부천종합운동장,구름조금,34.1℃,713,27
KLEAGUE,K LEAGUE 2,2016 시즌,2016,08,13,토,부산 아이파크,,부산 아시아드,맑음,35.3℃,1281,28
KLEAGUE,K LEAGUE 2,2016 시즌,2016,08,13,토,고양,대구 FC,고양 종합 운동장,구름조금,34.6℃,182,28
KLEAGUE,K LEAGUE 2,2016 시즌,2016,08,13,토,경남 FC,부천 FC,창원축구센터,맑음,39.2℃,430,28
KLEAGUE,K LEAGUE 2,2016 시즌,2016,08,14,일,FC 안양,서울 이랜드,안양종합운동장,구름많음,33.4℃,1444,28
KLEAGUE,K LEAGUE 2,2016 시즌,2016,08,14,일,대전 시티즌,강원 FC,대전월드컵경기장,구름조금,35℃,1538,28
KLEAGUE,K LEAGUE 2,2016 시즌,2016,08,17,수,부천 FC,대전 시티즌,부천종합운동장,비,34.6℃,821,29
KLEAGUE,K LEAGUE 2,2016 시즌,2016,08,17,수,대구 FC,강원 FC,대구 스타디움,구름조금,35.2℃,436,29
KLEAGUE,K LEAGUE 2,2016 시즌,2016,08,17,수,FC 안양,경남 FC,안양종합운동장,비,34.6℃,785,29
KLEAGUE,K LEAGUE 2,2016 시즌,2016,08,17,수,부산 아이파크,충주 험멜,부산 아시아드,구름조금,32.3℃,715,29
KLEAGUE,K LEAGUE 2,2016 시즌,2016,08,17,수,,고양,안산와~스타디움,비,34.6℃,625,29
KLEAGUE,K LEAGUE 2,2016 시즌,2016,08,20,토,충주 험멜,FC 안양,충주 종합 운동장,구름조금,36.2℃,802,30
KLEAGUE,K LEAGUE 2,2016 시즌,2016,08,20,토,강원 FC,부천 FC,평창 알펜시아,맑음,33.9℃,974,30
KLEAGUE,K LEAGUE 2,2016 시즌,2016,08,21,일,대구 FC,부산 아이파크,대구 스타디움,구름조금,33.9℃,814,30
KLEAGUE,K LEAGUE 2,2016 시즌,2016,08,22,월,경남 FC,서울 이랜드,창원축구센터,비,36.3℃,674,30
KLEAGUE,K LEAGUE 2,2016 시즌,2016,08,22,월,고양,대전 시티즌,고양 종합 운동장,구름조금,35.1℃,197,30
KLEAGUE,K LEAGUE 2,2016 시즌,2016,08,27,토,서울 이랜드,고양,잠실올림픽주경기장,구름조금,29.7℃,1517,31
KLEAGUE,K LEAGUE 2,2016 시즌,2016,08,27,토,충주 험멜,강원 FC,충주 종합 운동장,비,27.8℃,741,31
KLEAGUE,K LEAGUE 2,2016 시즌,2016,08,28,일,대전 시티즌,,대전월드컵경기장,비,24.5℃,1405,31
KLEAGUE,K LEAGUE 2,2016 시즌,2016,08,29,월,부산 아이파크,FC 안양,부산 아시아드,비,25.7℃,984,31
KLEAGUE,K LEAGUE 2,2016 시즌,2016,08,29,월,부천 FC,대구 FC,부천종합운동장,구름조금,28.6℃,1108,31
KLEAGUE,K LEAGUE 2,2016 시즌,2016,09,03,토,고양,부천 FC,고양 종합 운동장,구름많음,29.7℃,419,32
KLEAGUE,K LEAGUE 2,2016 시즌,2016,09,03,토,대구 FC,충주 험멜,대구 스타디움,비,24.4℃,431,32
KLEAGUE,K LEAGUE 2,2016 시즌,2016,09,03,토,FC 안양,강원 FC,안양종합운동장,구름많음,29.7℃,1651,32
KLEAGUE,K LEAGUE 2,2016 시즌,2016,09,03,토,,경남 FC,안산와~스타디움,구름많음,29.7℃,928,32
KLEAGUE,K LEAGUE 2,2016 시즌,2016,09,04,일,부산 아이파크,서울 이랜드,부산 아시아드,비,28.4℃,751,32
KLEAGUE,K LEAGUE 2,2016 시즌,2016,09,07,수,강원 FC,,평창 알펜시아,맑음,28.2℃,783,33
KLEAGUE,K LEAGUE 2,2016 시즌,2016,09,07,수,부천 FC,부산 아이파크,부천종합운동장,구름많음,28.5℃,927,33
KLEAGUE,K LEAGUE 2,2016 시즌,2016,09,07,수,서울 이랜드,충주 험멜,잠실올림픽주경기장,구름많음,28.6℃,508,33
KLEAGUE,K LEAGUE 2,2016 시즌,2016,09,07,수,경남 FC,고양,창원축구센터,비,28.6℃,365,33
KLEAGUE,K LEAGUE 2,2016 시즌,2016,09,07,수,대전 시티즌,대구 FC,대전월드컵경기장,흐림,27.8℃,1061,33
KLEAGUE,K LEAGUE 2,2016 시즌,2016,09,10,토,,부천 FC,안산와~스타디움,구름많음,28.4℃,551,34
KLEAGUE,K LEAGUE 2,2016 시즌,2016,09,11,일,부산 아이파크,대전 시티즌,부산 아시아드,구름많음,28.3℃,1115,34
KLEAGUE,K LEAGUE 2,2016 시즌,2016,09,11,일,서울 이랜드,FC 안양,잠실올림픽주경기장,구름많음,28.2℃,863,34
KLEAGUE,K LEAGUE 2,2016 시즌,2016,09,12,월,충주 험멜,경남 FC,충주 종합 운동장,비,29.2℃,675,34
KLEAGUE,K LEAGUE 2,2016 시즌,2016,09,12,월,고양,강원 FC,고양 종합 운동장,구름조금,28.9℃,254,34
KLEAGUE,K LEAGUE 2,2016 시즌,2016,09,17,토,경남 FC,부산 아이파크,창원축구센터,비,20.7℃,332,35
KLEAGUE,K LEAGUE 2,2016 시즌,2016,09,17,토,서울 이랜드,,잠실올림픽주경기장,비,28.2℃,841,35
KLEAGUE,K LEAGUE 2,2016 시즌,2016,09,18,일,FC 안양,충주 험멜,안양종합운동장,구름많음,28.8℃,1207,35
KLEAGUE,K LEAGUE 2,2016 시즌,2016,09,19,월,대전 시티즌,부천 FC,대전월드컵경기장,구름많음,23.6℃,1023,35
KLEAGUE,K LEAGUE 2,2016 시즌,2016,09,19,월,대구 FC,고양,대구 스타디움,흐림,23.3℃,514,35
KLEAGUE,K LEAGUE 2,2016 시즌,2016,09,24,토,부천 FC,경남 FC,부천종합운동장,구름조금,28.3℃,2733,36
KLEAGUE,K LEAGUE 2,2016 시즌,2016,09,24,토,강원 FC,대구 FC,평창 알펜시아,맑음,26.8℃,1404,36
KLEAGUE,K LEAGUE 2,2016 시즌,2016,09,24,토,대전 시티즌,FC 안양,대전월드컵경기장,맑음,28.1℃,4131,36
KLEAGUE,K LEAGUE 2,2016 시즌,2016,09,25,일,충주 험멜,부산 아이파크,충주 종합 운동장,흐림,25.6℃,1054,36
KLEAGUE,K LEAGUE 2,2016 시즌,2016,09,25,일,고양,,고양 종합 운동장,흐림,28.3℃,162,36
KLEAGUE,K LEAGUE 2,2016 시즌,2016,09,28,수,,대전 시티즌,안산와~스타디움,흐림,23.3℃,399,37
KLEAGUE,K LEAGUE 2,2016 시즌,2016,09,28,수,부산 아이파크,대구 FC,부산구덕운동장,비,25.1℃,879,37
KLEAGUE,K LEAGUE 2,2016 시즌,2016,09,28,수,강원 FC,FC 안양,평창 알펜시아,비,22.4℃,633,37
KLEAGUE,K LEAGUE 2,2016 시즌,2016,09,28,수,고양,충주 험멜,고양 종합 운동장,흐림,23.3℃,148,37
KLEAGUE,K LEAGUE 2,2016 시즌,2016,09,28,수,서울 이랜드,부천 FC,잠실올림픽주경기장,비,21.8℃,1001,37
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,01,토,경남 FC,대전 시티즌,창원축구센터,비,21.9℃,419,38
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,01,토,대구 FC,,대구 스타디움,비,21.8℃,994,38
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,01,토,부천 FC,충주 험멜,부천종합운동장,흐림,24.5℃,5271,38
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,02,일,서울 이랜드,강원 FC,잠실올림픽주경기장,비,22.4℃,536,38
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,02,일,FC 안양,부산 아이파크,안양종합운동장,비,21.7℃,706,38
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,05,수,강원 FC,부천 FC,강릉종합운동장,비,21.8℃,784,39
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,05,수,충주 험멜,대구 FC,충주 종합 운동장,비,24.2℃,535,39
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,05,수,부산 아이파크,고양,부산구덕운동장,비,26.4℃,762,39
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,05,수,경남 FC,FC 안양,창원축구센터,비,27.1℃,307,39
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,05,수,대전 시티즌,서울 이랜드,대전월드컵경기장,비,24.3℃,1590,39
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,08,토,강원 FC,충주 험멜,강릉종합운동장,비,20.5℃,865,40
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,08,토,서울 이랜드,경남 FC,잠실올림픽주경기장,비,21.8℃,1108,40
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,09,일,대전 시티즌,고양,대전월드컵경기장,구름조금,16.7℃,1728,40
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,10,월,FC 안양,대구 FC,안양종합운동장,구름조금,21.3℃,521,40
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,10,월,,부산 아이파크,안산와~스타디움,구름조금,21.3℃,478,40
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,15,토,강원 FC,대전 시티즌,강릉종합운동장,맑음,24.6℃,841,41
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,15,토,충주 험멜,,충주 종합 운동장,구름조금,25.7℃,388,41
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,15,토,부천 FC,FC 안양,부천종합운동장,구름조금,26.8℃,1518,41
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,15,토,대구 FC,서울 이랜드,대구 스타디움,구름많음,23.5℃,1146,41
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,16,일,고양,경남 FC,고양 종합 운동장,비,19.5℃,124,41
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,19,수,경남 FC,,창원축구센터,맑음,23.3℃,773,42
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,19,수,FC 안양,고양,안양종합운동장,맑음,24.6℃,579,42
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,19,수,충주 험멜,서울 이랜드,충주 종합 운동장,구름조금,22.3℃,798,42
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,19,수,대구 FC,부천 FC,대구 스타디움,구름조금,23.5℃,860,42
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,19,수,부산 아이파크,강원 FC,부산구덕운동장,구름조금,24℃,1462,42
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,22,토,고양,서울 이랜드,고양 종합 운동장,흐림,21.8℃,343,43
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,22,토,,강원 FC,안산와~스타디움,흐림,21.8℃,675,43
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,23,일,부산 아이파크,부천 FC,부산구덕운동장,흐림,19℃,6075,43
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,23,일,경남 FC,대구 FC,창원축구센터,맑음,16.9℃,1028,43
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,23,일,대전 시티즌,충주 험멜,대전월드컵경기장,비,17.9℃,2302,43
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,30,일,대구 FC,대전 시티즌,대구 스타디움,구름조금,16.4℃,11413,44
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,30,일,FC 안양,,안양종합운동장,맑음,15.5℃,2992,44
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,30,일,서울 이랜드,부산 아이파크,잠실올림픽주경기장,맑음,15.1℃,3060,44
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,30,일,부천 FC,고양,부천종합운동장,맑음,15.5℃,2066,44
KLEAGUE,K LEAGUE 2,2016 시즌,2016,10,30,일,강원 FC,경남 FC,강릉종합운동장,맑음,13.1℃,1803,44
KLEAGUE,K LEAGUE 2,2017 시즌,2017,03,04,토,안산 그리너스,대전 시티즌,안산와~스타디움,맑음,12.9℃,8405,1
KLEAGUE,K LEAGUE 2,2017 시즌,2017,03,04,토,성남 FC,부산 아이파크,탄천종합운동장,맑음,12.9℃,6700,1
KLEAGUE,K LEAGUE 2,2017 시즌,2017,03,05,일,경남 FC,,창원축구센터,맑음,16.9℃,3533,1
KLEAGUE,K LEAGUE 2,2017 시즌,2017,03,05,일,FC 안양,수원 FC,안양종합운동장,비,11.3℃,10268,1
KLEAGUE,K LEAGUE 2,2017 시즌,2017,03,05,일,부천 FC,서울 이랜드,부천종합운동장,비,11.3℃,7209,1
KLEAGUE,K LEAGUE 2,2017 시즌,2017,03,11,토,부산 아이파크,안산 그리너스,부산구덕운동장,구름조금,15.7℃,6337,2
KLEAGUE,K LEAGUE 2,2017 시즌,2017,03,11,토,,FC 안양,이순신종합운동장,맑음,17.1℃,7933,2
KLEAGUE,K LEAGUE 2,2017 시즌,2017,03,12,일,대전 시티즌,성남 FC,대전월드컵경기장,구름조금,16.8℃,6623,2
KLEAGUE,K LEAGUE 2,2017 시즌,2017,03,12,일,수원 FC,부천 FC,수원종합운동장,흐림,15.1℃,8455,2
KLEAGUE,K LEAGUE 2,2017 시즌,2017,03,12,일,서울 이랜드,경남 FC,잠실올림픽주경기장,흐림,14℃,4531,2
KLEAGUE,K LEAGUE 2,2017 시즌,2017,03,18,토,대전 시티즌,서울 이랜드,대전월드컵경기장,구름조금,18℃,1447,3
KLEAGUE,K LEAGUE 2,2017 시즌,2017,03,18,토,성남 FC,수원 FC,탄천종합운동장,구름조금,16.9℃,4583,3
KLEAGUE,K LEAGUE 2,2017 시즌,2017,03,19,일,,부천 FC,이순신종합운동장,맑음,19.2℃,2071,3
KLEAGUE,K LEAGUE 2,2017 시즌,2017,03,19,일,안산 그리너스,FC 안양,안산와~스타디움,맑음,18.7℃,3013,3
KLEAGUE,K LEAGUE 2,2017 시즌,2017,03,19,일,부산 아이파크,경남 FC,부산구덕운동장,맑음,17.2℃,2849,3
KLEAGUE,K LEAGUE 2,2017 시즌,2017,03,25,토,FC 안양,성남 FC,안양종합운동장,구름많음,12.4℃,1533,4
KLEAGUE,K LEAGUE 2,2017 시즌,2017,03,25,토,부천 FC,부산 아이파크,부천종합운동장,구름많음,12.4℃,1912,4
KLEAGUE,K LEAGUE 2,2017 시즌,2017,03,26,일,경남 FC,대전 시티즌,창원축구센터,비,11.7℃,1228,4
KLEAGUE,K LEAGUE 2,2017 시즌,2017,03,26,일,서울 이랜드,안산 그리너스,잠실올림픽주경기장,구름많음,11.6℃,2228,4
