단체,리그,시즌,연도,월,일,요일,홈팀,원정팀,경기장,날씨,평균기온,관중수,라운드
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,03,토,상주 상무,경남 FC,상주시민운동장,비,36℃,1921,24
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,03,토,제주 Utd,울산 현대,제주월드컵경기장,구름많음,31.7℃,6078,24
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,04,일,인천 Utd,성남 FC,인천축구전용경기장,구름조금,33.1℃,5294,24
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,04,일,강원 FC,전북 현대,춘천송암스포츠타운,구름많음,34.7℃,4471,24
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,04,일,수원 삼성,포항 스틸러스,수원월드컵경기장,구름조금,34℃,7475,24
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,10,토,경남 FC,성남 FC,창원축구센터,구름조금,34.4℃,3683,25
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,10,토,수원 삼성,인천 Utd,수원월드컵경기장,구름조금,36.3℃,8804,25
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,10,토,제주 Utd,상주 상무,제주월드컵경기장,흐림,30.9℃,3577,25
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,11,일,FC 서울,강원 FC,서울월드컵경기장,비,35.7℃,13858,25
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,11,일,울산 현대,대구 FC,울산 종합운동장,구름많음,31.3℃,12039,25
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,11,일,포항 스틸러스,전북 현대,포항스틸야드,구름많음,32.5℃,10190,25
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,16,금,전북 현대,울산 현대,전주월드컵경기장,비,29.2℃,18101,26
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,17,토,대구 FC,경남 FC,DGB대구은행파크,맑음,35.1℃,9590,26
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,17,토,성남 FC,FC 서울,탄천종합운동장,비,27.6℃,9464,26
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,17,토,강원 FC,수원 삼성,춘천송암스포츠타운,구름많음,27.1℃,5823,26
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,18,일,인천 Utd,제주 Utd,인천축구전용경기장,구름조금,28.4℃,7609,26
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,18,일,상주 상무,포항 스틸러스,상주시민운동장,구름조금,30.5℃,1822,26
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,23,금,경남 FC,수원 삼성,창원축구센터,구름많음,31℃,4111,27
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,24,토,대구 FC,강원 FC,DGB대구은행파크,구름많음,28.3℃,10534,27
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,24,토,울산 현대,상주 상무,울산 종합운동장,구름많음,28.2℃,7507,27
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,24,토,전북 현대,성남 FC,전주월드컵경기장,구름조금,27.6℃,16576,27
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,25,일,포항 스틸러스,인천 Utd,포항스틸야드,구름조금,29.3℃,6833,27
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,25,일,제주 Utd,FC 서울,제주월드컵경기장,비,27.7℃,4762,27
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,30,금,수원 삼성,제주 Utd,수원월드컵경기장,구름조금,26.8℃,6515,28
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,31,토,포항 스틸러스,성남 FC,포항스틸야드,구름조금,27.3℃,7241,28
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,01,일,강원 FC,경남 FC,춘천송암스포츠타운,흐림,26.6℃,3010,28
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,01,일,FC 서울,전북 현대,서울월드컵경기장,구름많음,27.8℃,25333,28
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,01,일,상주 상무,대구 FC,상주시민운동장,흐림,26.3℃,2968,28
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,01,일,인천 Utd,울산 현대,인천축구전용경기장,구름많음,26.3℃,7370,28
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,14,토,대구 FC,포항 스틸러스,DGB대구은행파크,구름조금,28.9℃,12030,29
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,14,토,전북 현대,상주 상무,전주월드컵경기장,구름많음,28.3℃,15745,29
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,14,토,경남 FC,울산 현대,창원축구센터,구름조금,29.1℃,3660,29
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,15,일,강원 FC,제주 Utd,춘천송암스포츠타운,흐림,24.6℃,2905,29
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,15,일,성남 FC,수원 삼성,탄천종합운동장,구름조금,29.4℃,6297,29
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,15,일,FC 서울,인천 Utd,서울월드컵경기장,구름조금,30℃,13904,29
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,21,토,포항 스틸러스,FC 서울,포항스틸야드,비,19.7℃,6036,30
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,21,토,수원 삼성,상주 상무,수원월드컵경기장,흐림,21.6℃,5066,30
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,21,토,제주 Utd,성남 FC,제주월드컵경기장,비,21.7℃,955,30
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,22,일,인천 Utd,대구 FC,인천축구전용경기장,흐림,20.5℃,6623,30
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,24,화,포항 스틸러스,제주 Utd,포항스틸야드,구름조금,25.1℃,5058,30
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,25,수,전북 현대,대구 FC,전주월드컵경기장,흐림,25℃,11238,30
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,25,수,성남 FC,강원 FC,탄천종합운동장,구름많음,26℃,2421,31
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,25,수,상주 상무,인천 Utd,상주시민운동장,흐림,23.7℃,3128,31
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,25,수,수원 삼성,울산 현대,수원월드컵경기장,구름많음,26℃,4583,31
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,25,수,FC 서울,경남 FC,서울월드컵경기장,구름많음,27.4℃,7719,31
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,28,토,전북 현대,수원 삼성,전주월드컵경기장,구름많음,29℃,15838,31
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,28,토,울산 현대,성남 FC,울산 종합운동장,비,24℃,5082,31
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,28,토,대구 FC,제주 Utd,DGB대구은행파크,비,26.8℃,11295,32
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,29,일,FC 서울,상주 상무,서울월드컵경기장,맑음,28.6℃,12759,32
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,29,일,경남 FC,포항 스틸러스,창원축구센터,구름조금,31.5℃,3831,32
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,29,일,강원 FC,인천 Utd,춘천송암스포츠타운,구름조금,27.7℃,3326,32
KLEAGUE,K LEAGUE 1,2019 시즌,2019,10,02,수,울산 현대,강원 FC,울산 종합운동장,비,23.6℃,1568,32
KLEAGUE,K LEAGUE 1,2019 시즌,2019,10,03,목,경남 FC,전북 현대,창원축구센터,비,27.6℃,3042,32
KLEAGUE,K LEAGUE 1,2019 시즌,2019,10,06,일,상주 상무,강원 FC,상주시민운동장,구름많음,19.4℃,1857,33
KLEAGUE,K LEAGUE 1,2019 시즌,2019,10,06,일,포항 스틸러스,울산 현대,포항스틸야드,구름많음,19.4℃,14769,33
KLEAGUE,K LEAGUE 1,2019 시즌,2019,10,06,일,제주 Utd,경남 FC,제주월드컵경기장,비,24.6℃,5046,33
KLEAGUE,K LEAGUE 1,2019 시즌,2019,10,06,일,수원 삼성,FC 서울,수원월드컵경기장,구름많음,22℃,16241,33
KLEAGUE,K LEAGUE 1,2019 시즌,2019,10,06,일,인천 Utd,전북 현대,인천축구전용경기장,구름많음,22.1℃,12684,33
KLEAGUE,K LEAGUE 1,2019 시즌,2019,10,06,일,성남 FC,대구 FC,탄천종합운동장,구름많음,22℃,6906,33
KLEAGUE,K LEAGUE 1,2019 시즌,2019,10,19,토,수원 삼성,경남 FC,수원월드컵경기장,맑음,22.2℃,3353,34
KLEAGUE,K LEAGUE 1,2019 시즌,2019,10,19,토,상주 상무,제주 Utd,상주시민운동장,구름조금,22.4℃,1161,34
KLEAGUE,K LEAGUE 1,2019 시즌,2019,10,19,토,성남 FC,인천 Utd,탄천종합운동장,맑음,22.2℃,4301,34
KLEAGUE,K LEAGUE 1,2019 시즌,2019,10,20,일,강원 FC,FC 서울,춘천송암스포츠타운,구름조금,21℃,2745,34
KLEAGUE,K LEAGUE 1,2019 시즌,2019,10,20,일,대구 FC,울산 현대,DGB대구은행파크,구름조금,23℃,11022,34
KLEAGUE,K LEAGUE 1,2019 시즌,2019,10,20,일,전북 현대,포항 스틸러스,전주월드컵경기장,구름조금,23℃,10078,34
KLEAGUE,K LEAGUE 1,2019 시즌,2019,10,26,토,울산 현대,강원 FC,울산 종합운동장,구름많음,19.2℃,10519,35
KLEAGUE,K LEAGUE 1,2019 시즌,2019,10,26,토,전북 현대,FC 서울,전주월드컵경기장,구름조금,16.1℃,12142,35
KLEAGUE,K LEAGUE 1,2019 시즌,2019,10,26,토,포항 스틸러스,대구 FC,포항스틸야드,구름많음,17.6℃,8365,35
KLEAGUE,K LEAGUE 1,2019 시즌,2019,10,27,일,인천 Utd,수원 삼성,인천축구전용경기장,맑음,16.8℃,11132,35
KLEAGUE,K LEAGUE 1,2019 시즌,2019,10,27,일,상주 상무,성남 FC,상주시민운동장,맑음,17.5℃,1263,35
KLEAGUE,K LEAGUE 1,2019 시즌,2019,10,27,일,경남 FC,제주 Utd,창원축구센터,맑음,19.2℃,4041,35
KLEAGUE,K LEAGUE 1,2019 시즌,2019,11,02,토,제주 Utd,인천 Utd,제주월드컵경기장,구름조금,22.7℃,4392,36
KLEAGUE,K LEAGUE 1,2019 시즌,2019,11,02,토,수원 삼성,성남 FC,수원월드컵경기장,구름많음,18.8℃,4876,36
KLEAGUE,K LEAGUE 1,2019 시즌,2019,11,02,토,경남 FC,상주 상무,창원축구센터,구름많음,21.3℃,3111,36
KLEAGUE,K LEAGUE 1,2019 시즌,2019,11,03,일,포항 스틸러스,강원 FC,포항스틸야드,비,20.7℃,11652,36
KLEAGUE,K LEAGUE 1,2019 시즌,2019,11,03,일,FC 서울,울산 현대,서울월드컵경기장,구름조금,22.1℃,17812,36
KLEAGUE,K LEAGUE 1,2019 시즌,2019,11,03,일,대구 FC,전북 현대,DGB대구은행파크,구름많음,21.4℃,12117,36
KLEAGUE,K LEAGUE 1,2019 시즌,2019,11,23,토,울산 현대,전북 현대,울산 종합운동장,구름많음,18.4℃,19011,37
KLEAGUE,K LEAGUE 1,2019 시즌,2019,11,23,토,강원 FC,대구 FC,춘천송암스포츠타운,구름조금,15.5℃,3455,37
KLEAGUE,K LEAGUE 1,2019 시즌,2019,11,23,토,FC 서울,포항 스틸러스,서울월드컵경기장,구름많음,17.7℃,15548,37
KLEAGUE,K LEAGUE 1,2019 시즌,2019,11,24,일,성남 FC,경남 FC,탄천종합운동장,비,17.9℃,2484,37
KLEAGUE,K LEAGUE 1,2019 시즌,2019,11,24,일,인천 Utd,상주 상무,인천축구전용경기장,비,16.8℃,11463,37
KLEAGUE,K LEAGUE 1,2019 시즌,2019,11,24,일,제주 Utd,수원 삼성,제주월드컵경기장,비,19.5℃,6020,37
KLEAGUE,K LEAGUE 1,2019 시즌,2019,11,30,토,경남 FC,인천 Utd,창원축구센터,구름조금,14.3℃,7252,38
KLEAGUE,K LEAGUE 1,2019 시즌,2019,11,30,토,상주 상무,수원 삼성,상주시민운동장,구름많음,11.8℃,2213,38
KLEAGUE,K LEAGUE 1,2019 시즌,2019,11,30,토,성남 FC,제주 Utd,탄천종합운동장,구름많음,10.4℃,3637,38
KLEAGUE,K LEAGUE 1,2019 시즌,2019,12,01,일,전북 현대,강원 FC,전주월드컵경기장,비,7.5℃,10080,38
KLEAGUE,K LEAGUE 1,2019 시즌,2019,12,01,일,대구 FC,FC 서울,DGB대구은행파크,비,9℃,12037,38
KLEAGUE,K LEAGUE 1,2019 시즌,2019,12,01,일,울산 현대,포항 스틸러스,울산 종합운동장,비,10.7℃,15401,38
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,08,금,전북 현대,수원 삼성,전주월드컵경기장,비,25.6℃,0,1
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,09,토,울산 현대,상주 상무,울산문수축구경기장,비,19.5℃,0,1
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,09,토,인천 Utd,대구 FC,인천축구전용경기장,비,16.9℃,0,1
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,09,토,광주 FC,성남 FC,광주축구전용구장,비,20℃,0,1
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,10,일,포항 스틸러스,부산 아이파크,포항스틸야드,구름많음,20.8℃,0,1
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,10,일,강원 FC,FC 서울,춘천송암스포츠타운,비,17.2℃,0,1
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,16,토,대구 FC,포항 스틸러스,DGB대구은행파크,비,26.6℃,0,2
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,16,토,부산 아이파크,전북 현대,부산구덕운동장,비,24.4℃,0,2
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,16,토,상주 상무,강원 FC,상주시민운동장,흐림,23.6℃,0,2
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,17,일,수원 삼성,울산 현대,수원월드컵경기장,비,25.7℃,0,2
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,17,일,FC 서울,광주 FC,서울월드컵경기장,구름많음,24.9℃,0,2
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,17,일,성남 FC,인천 Utd,탄천종합운동장,비,25.7℃,0,2
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,22,금,포항 스틸러스,FC 서울,포항스틸야드,흐림,22.3℃,0,3
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,23,토,강원 FC,성남 FC,강릉종합운동장,비,24.3℃,0,3
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,23,토,수원 삼성,인천 Utd,수원월드컵경기장,구름많음,25.4℃,0,3
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,23,토,상주 상무,광주 FC,상주시민운동장,맑음,25.6℃,0,3
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,24,일,전북 현대,대구 FC,전주월드컵경기장,비,21.9℃,0,3
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,24,일,울산 현대,부산 아이파크,울산문수축구경기장,구름많음,27.5℃,0,3
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,29,금,대구 FC,상주 상무,DGB대구은행파크,구름조금,28.9℃,0,4
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,30,토,강원 FC,전북 현대,강릉종합운동장,맑음,29.7℃,0,4
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,30,토,광주 FC,울산 현대,광주축구전용구장,흐림,26.5℃,0,4
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,30,토,부산 아이파크,수원 삼성,부산구덕운동장,흐림,23.7℃,0,4
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,31,일,FC 서울,성남 FC,서울월드컵경기장,비,28℃,0,4
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,31,일,인천 Utd,포항 스틸러스,인천축구전용경기장,비,23.8℃,0,4
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,05,금,인천 Utd,강원 FC,인천축구전용경기장,구름많음,24.4℃,0,5
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,06,토,부산 아이파크,상주 상무,부산구덕운동장,구름많음,26.6℃,0,5
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,06,토,포항 스틸러스,울산 현대,포항스틸야드,구름많음,27.9℃,0,5
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,06,토,FC 서울,전북 현대,서울월드컵경기장,맑음,30.9℃,0,5
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,07,일,성남 FC,대구 FC,탄천종합운동장,구름조금,28.4℃,0,5
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,07,일,수원 삼성,광주 FC,수원월드컵경기장,구름조금,28.4℃,0,5
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,13,토,상주 상무,포항 스틸러스,상주시민운동장,비,30.2℃,0,6
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,13,토,수원 삼성,강원 FC,수원월드컵경기장,비,32.4℃,0,6
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,13,토,울산 현대,성남 FC,울산문수축구경기장,비,27.7℃,0,6
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,13,토,전북 현대,인천 Utd,전주월드컵경기장,비,29.2℃,0,6
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,14,일,대구 FC,FC 서울,DGB대구은행파크,비,30.5℃,0,6
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,14,일,광주 FC,부산 아이파크,광주축구전용구장,비,26.2℃,0,6
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,16,화,강원 FC,울산 현대,강릉종합운동장,맑음,29.3℃,0,7
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,16,화,포항 스틸러스,전북 현대,포항스틸야드,구름조금,30.7℃,0,7
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,16,화,성남 FC,수원 삼성,탄천종합운동장,구름많음,29.5℃,0,7
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,17,수,부산 아이파크,대구 FC,부산구덕운동장,흐림,26.2℃,0,7
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,17,수,광주 FC,인천 Utd,광주축구전용구장,비,27℃,0,7
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,17,수,상주 상무,FC 서울,상주시민운동장,흐림,27.9℃,0,7
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,20,토,FC 서울,울산 현대,서울월드컵경기장,맑음,29.7℃,0,8
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,20,토,성남 FC,상주 상무,탄천종합운동장,맑음,29.3℃,0,8
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,20,토,포항 스틸러스,강원 FC,포항스틸야드,구름많음,28.9℃,0,8
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,21,일,대구 FC,수원 삼성,DGB대구은행파크,맑음,27.2℃,0,8
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,21,일,인천 Utd,부산 아이파크,인천축구전용경기장,맑음,28.8℃,0,8
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,21,일,전북 현대,광주 FC,전주월드컵경기장,구름조금,31.6℃,0,8
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,26,금,광주 FC,포항 스틸러스,광주축구전용구장,구름많음,28.8℃,0,9
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,27,토,부산 아이파크,성남 FC,부산구덕운동장,구름많음,27.9℃,0,9
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,27,토,대구 FC,강원 FC,DGB대구은행파크,구름많음,31.3℃,0,9
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,27,토,FC 서울,인천 Utd,서울월드컵경기장,구름많음,29.6℃,0,9
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,28,일,수원 삼성,상주 상무,수원월드컵경기장,구름조금,28.7℃,0,9
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,28,일,울산 현대,전북 현대,울산문수축구경기장,구름조금,29.7℃,0,9
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,04,토,수원 삼성,FC 서울,수원월드컵경기장,비,28.2℃,0,10
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,04,토,강원 FC,부산 아이파크,강릉종합운동장,구름많음,29.5℃,0,10
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,04,토,울산 현대,인천 Utd,울산문수축구경기장,흐림,22.1℃,0,10
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,05,일,광주 FC,대구 FC,광주축구전용구장,구름많음,26.4℃,0,10
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,05,일,성남 FC,포항 스틸러스,탄천종합운동장,구름많음,28.1℃,0,10
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,05,일,상주 상무,전북 현대,상주시민운동장,구름많음,28.5℃,0,10
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,10,금,부산 아이파크,FC 서울,부산구덕운동장,비,25.9℃,0,11
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,11,토,전북 현대,성남 FC,전주월드컵경기장,흐림,29.4℃,0,11
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,11,토,인천 Utd,상주 상무,인천축구전용경기장,구름많음,29.5℃,0,11
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,11,토,포항 스틸러스,수원 삼성,포항스틸야드,구름많음,29.5℃,0,11
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,12,일,대구 FC,울산 현대,DGB대구은행파크,비,21.9℃,0,11
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,12,일,강원 FC,광주 FC,강릉종합운동장,맑음,25.3℃,0,11
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,18,토,FC 서울,포항 스틸러스,서울월드컵경기장,구름조금,31℃,0,12
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,18,토,상주 상무,대구 FC,상주시민운동장,구름조금,27.9℃,0,12
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,18,토,부산 아이파크,광주 FC,부산구덕운동장,흐림,25.5℃,0,12
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,19,일,인천 Utd,전북 현대,인천축구전용경기장,비,27℃,0,12
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,19,일,수원 삼성,성남 FC,수원월드컵경기장,비,28.1℃,0,12
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,19,일,울산 현대,강원 FC,울산문수축구경기장,비,26.8℃,0,12
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,25,토,광주 FC,수원 삼성,광주축구전용구장,비,24.3℃,0,13
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,25,토,상주 상무,울산 현대,상주시민운동장,비,24.6℃,0,13
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,25,토,성남 FC,강원 FC,탄천종합운동장,흐림,29.4℃,0,13
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,26,일,포항 스틸러스,인천 Utd,포항스틸야드,비,27.3℃,0,13
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,26,일,전북 현대,FC 서울,전주월드컵경기장,비,28.8℃,0,13
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,26,일,대구 FC,부산 아이파크,DGB대구은행파크,흐림,30.2℃,0,13
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,01,토,성남 FC,FC 서울,탄천종합운동장,비,29.2℃,986,14
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,01,토,인천 Utd,광주 FC,인천축구전용경기장,비,25.5℃,1865,14
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,01,토,전북 현대,포항 스틸러스,전주월드컵경기장,비,30.8℃,2959,14
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,02,일,부산 아이파크,울산 현대,부산구덕운동장,흐림,30℃,586,14
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,02,일,수원 삼성,대구 FC,수원월드컵경기장,비,28.1℃,1577,14
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,02,일,강원 FC,상주 상무,강릉종합운동장,비,28.2℃,1011,14
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,07,금,FC 서울,강원 FC,서울월드컵경기장,흐림,26.1℃,2312,15
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,08,토,울산 현대,수원 삼성,울산문수축구경기장,비,26.3℃,2659,15
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,08,토,포항 스틸러스,광주 FC,포항스틸야드,비,23.8℃,1263,15
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,08,토,대구 FC,전북 현대,DGB대구은행파크,비,25℃,1236,15
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,09,일,상주 상무,부산 아이파크,상주시민운동장,비,32.3℃,414,15
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,09,일,인천 Utd,성남 FC,인천축구전용경기장,비,25.5℃,1556,15
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,14,금,성남 FC,부산 아이파크,탄천종합운동장,흐림,29.9℃,890,16
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,15,토,FC 서울,상주 상무,서울월드컵경기장,비,27℃,2629,16
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,15,토,수원 삼성,전북 현대,수원월드컵경기장,비,29.3℃,2912,16
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,15,토,울산 현대,포항 스틸러스,울산문수축구경기장,구름조금,35.5℃,3242,16
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,16,일,대구 FC,인천 Utd,DGB대구은행파크,구름조금,35.9℃,2999,16
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,16,일,광주 FC,강원 FC,광주축구전용구장,구름조금,33℃,860,16
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,22,토,인천 Utd,수원 삼성,인천축구전용경기장,비,29℃,0,17
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,22,토,광주 FC,FC 서울,광주축구전용구장,흐림,30.1℃,0,17
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,22,토,부산 아이파크,포항 스틸러스,부산구덕운동장,구름많음,30.8℃,0,17
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,22,토,강원 FC,대구 FC,강릉종합운동장,비,28.1℃,0,17
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,23,일,전북 현대,상주 상무,전주월드컵경기장,구름조금,32.6℃,0,17
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,23,일,성남 FC,울산 현대,탄천종합운동장,구름조금,30.4℃,0,17
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,29,토,상주 상무,인천 Utd,상주시민운동장,비,32.5℃,0,18
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,29,토,수원 삼성,부산 아이파크,수원월드컵경기장,비,28.9℃,0,18
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,30,일,대구 FC,광주 FC,DGB대구은행파크,비,34.9℃,0,18
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,30,일,포항 스틸러스,성남 FC,포항스틸야드,비,32℃,0,18
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,30,일,전북 현대,강원 FC,전주월드컵경기장,구름많음,32.4℃,0,18
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,30,일,울산 현대,FC 서울,울산문수축구경기장,구름많음,33℃,0,18
