관중수,연도,쿠팡
7712.333333333333,2017,0
5058.833333333333,2017,0
5663.5,2017,0
6607.666666666667,2018,0
4020.6666666666665,2018,0
6842.5,2018,0
3703.5,2018,0
3893.5,2018,0
4936.333333333333,2018,0
5060.666666666667,2018,0
4650.166666666667,2018,0
4722.5,2018,0
5412.833333333333,2018,0
4628.166666666667,2018,0
3561.5,2018,0
4522.0,2018,0
8275.833333333334,2018,0
4177.0,2018,0
7344.0,2018,0
8586.166666666666,2018,0
3886.5,2018,0
7662.333333333333,2018,0
5467.0,2018,0
4359.166666666667,2018,0
3517.1666666666665,2018,0
5995.0,2018,0
7810.666666666667,2018,0
13225.833333333334,2019,0
11163.333333333334,2019,0
10381.166666666666,2019,0
8209.666666666666,2019,0
4279.833333333333,2019,0
8931.5,2019,0
4764.333333333333,2019,0
8024.0,2019,0
7872.166666666667,2019,0
10087.166666666666,2019,0
8295.166666666666,2019,0
7047.5,2019,0
8799.833333333334,2019,0
5155.833333333333,2019,0
6739.333333333333,2019,0
11555.5,2019,0
7293.833333333333,2019,0
8833.5,2019,0
8440.833333333334,2019,0
4129.833333333333,2019,0
7280.833333333333,2019,0
8711.5,2019,0
6349.166666666667,2019,0
7002.666666666667,2019,0
8691.833333333334,2019,0
8734.833333333334,2019,0
8387.166666666666,2019,0
8739.5,2019,0
9090.166666666666,2019,0
5829.333333333333,2019,0
6461.833333333333,2019,0
5970.166666666667,2019,0
9583.833333333334,2019,0
5443.333333333333,2019,0
7910.333333333333,2019,0
8993.333333333334,2019,0
9663.5,2019,0
8436.666666666666,2019,0
0.0,2020,0
0.0,2020,0
0.0,2020,0
0.0,2020,0
0.0,2020,0
0.0,2020,0
0.0,2020,0
0.0,2020,0
0.0,2020,0
0.0,2020,0
0.0,2020,0
0.0,2020,0
0.0,2020,0
1497.3333333333333,2020,0
1573.3333333333333,2020,0
2255.333333333333,2020,0
0.0,2020,0
0.0,2020,0
0.0,2020,0
0.0,2020,0
0.0,2020,0
0.0,2020,0
0.0,2020,0
0.0,2020,0
1513.6666666666667,2020,0
3247.6666666666665,2020,0
4352.666666666667,2020,0
3423.6666666666665,2021,0
2487.5,2021,0
1693.0,2021,0
2365.1666666666665,2021,0
2000.6666666666667,2021,0
2343.5,2021,0
1857.8333333333333,2021,0
1786.3333333333333,2021,0
2234.1666666666665,2021,0
2072.0,2021,0
1705.1666666666667,2021,0
1612.6666666666667,2021,0
2410.333333333333,2021,0
2290.1666666666665,2021,0
1701.8333333333333,2021,0
2524.333333333333,2021,0
2356.0,2021,0
1909.0,2021,0
1213.1666666666667,2021,0
990.3333333333334,2021,0
1268.5,2021,0
980.0,2021,0
1750.5,2021,0
635.3333333333334,2021,0
958.3333333333334,2021,0
1321.8333333333333,2021,0
1197.1666666666667,2021,0
1349.1666666666667,2021,0
737.1666666666666,2021,0
1969.3333333333333,2021,0
304.8333333333333,2021,0
975.6666666666666,2021,0
1931.6666666666667,2021,0
1917.0,2021,0
2867.0,2021,0
3102.1666666666665,2021,0
4428.166666666667,2021,0
5408.166666666667,2021,0
5049.833333333333,2022,0
3678.5,2022,0
2985.6666666666665,2022,0
3255.6666666666665,2022,0
2742.6666666666665,2022,0
3679.0,2022,0
3497.0,2022,0
2677.1666666666665,2022,0
5477.5,2022,0
6867.666666666667,2022,0
5820.333333333333,2022,0
5661.0,2022,0
2717.833333333333,2022,0
5143.666666666667,2022,0
5822.333333333333,2022,0
6172.666666666667,2022,0
3780.8333333333335,2022,0
5450.0,2022,0
4488.0,2022,0
3186.6666666666665,2022,0
5033.5,2022,0
4660.833333333333,2022,0
4429.833333333333,2022,0
4248.666666666667,2022,0
6163.333333333333,2022,0
4675.333333333333,2022,0
3622.0,2022,0
5586.5,2022,0
5030.333333333333,2022,0
3128.833333333333,2022,0
6295.5,2022,0
3134.0,2022,0
6831.5,2022,0
5558.333333333333,2022,0
7944.166666666667,2022,0
3002.6666666666665,2022,0
7382.833333333333,2022,0
8289.666666666666,2022,0
16938.666666666668,2023,0
10205.5,2023,0
9332.666666666666,2023,0
9221.5,2023,0
9318.833333333334,2023,0
13824.833333333334,2023,0
8432.833333333334,2023,0
13166.833333333334,2023,0
3521.0,2023,0
9232.0,2023,0
11545.166666666666,2023,0
7143.0,2023,0
10183.0,2023,0
11840.666666666666,2023,0
10944.333333333334,2023,0
12644.0,2023,0
6214.833333333333,2023,0
11887.5,2023,0
10644.666666666666,2023,0
10581.0,2023,0
10884.666666666666,2023,0
9214.666666666666,2023,0
7375.333333333333,2023,0
10653.0,2023,0
10472.5,2023,0
9645.5,2023,0
13245.666666666666,2023,0
11287.333333333334,2023,0
13539.833333333334,2023,0
12495.333333333334,2023,0
9838.666666666666,2023,0
11215.5,2023,0
15842.833333333334,2023,0
8115.833333333333,2023,0
9701.333333333334,2023,0
10667.5,2023,0
12756.333333333334,2023,0
14083.166666666666,2023,0
15743.333333333334,2024,1
15481.666666666666,2024,1
14576.666666666666,2024,1
11166.833,2024,1
5692.3333,2024,1
10098.8333,2024,1
12121.0,2024,1
11119.6,2024,1
10322.8333,2024,1
7127.166666,2024,1
16572.8,2024,1
